220,MAEDA,Japan,,CF,29,71,C,C,C,C,76,46,80,80,76,73,74,75,76,70,72,84,50,78,75,78,75,81,82,77,78,73,75,5,5,6,3,2,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Right,B,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,True,183,80
250,ENDO,Japan,,CMF,31,80,C,D,C,C,75,68,70,79,84,79,83,76,73,86,84,82,50,71,67,71,69,73,85,75,69,72,83,6,6,5,2,3,False,False,False,False,False,True,True,False,False,True,False,False,False,False,Right,A,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False,178,75
450,EMERSON,Qatar,CORINTHIANS,CF,32,65,D,B,C,E,72,27,70,75,66,65,67,67,75,71,70,75,50,78,78,85,86,75,70,76,77,58,65,3,5,5,3,2,False,False,False,False,False,False,False,False,False,False,True,True,False,True,Right,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False,170,69
557,PARK JI SUNG,South Korea,QUEENS PARK RANGERS,AMF,30,80,C,B,C,B,80,65,79,81,83,81,80,74,80,77,73,82,50,87,85,81,84,79,88,75,73,85,90,7,6,6,3,3,False,False,False,False,False,True,True,True,True,True,True,True,True,False,Right,A,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False,178,73
558,MATSUI,Japan,,RMF,30,72,C,C,C,D,74,49,67,85,76,74,78,75,70,72,74,84,50,75,80,77,73,69,73,73,79,71,70,3,7,7,3,3,False,False,False,False,False,False,False,True,True,True,True,True,True,False,Right,B,False,True,False,False,False,False,False,False,True,False,True,True,True,True,,,,,,,,,,,,,,,,,False,False,175,64
721,DUNNE,Ireland,ASTON VILLA FC,CB,32,83,D,D,B,C,53,87,82,71,73,72,73,70,63,72,64,72,50,78,65,67,81,88,76,86,77,82,80,7,5,4,2,3,False,False,True,True,False,False,False,False,False,False,False,False,False,False,Right,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False,188,99
726,KILBANE,Ireland,COVENTRY CITY,LMF,34,76,C,C,C,C,72,64,83,82,74,78,80,84,64,77,80,79,50,73,73,79,77,80,80,77,79,78,81,6,4,4,2,2,False,False,True,False,True,False,True,False,True,False,False,False,False,False,Left,B,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False,183,83
729,R. KEANE,Ireland,,CF,31,69,D,B,C,B,84,40,70,77,73,68,70,68,83,65,70,80,50,87,85,80,82,74,85,78,74,87,78,6,5,5,3,2,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Right,A,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False,175,64
736,DUFF,Ireland,FULHAM FC,RMF,32,82,C,B,C,B,77,55,67,86,78,80,78,79,78,73,84,83,50,82,86,82,77,78,83,78,70,80,83,5,6,6,3,2,False,False,False,False,False,False,False,True,True,False,True,True,False,False,Left,C,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False,175,82
737,DELAP,Ireland,STOKE CITY,CMF,35,74,D,C,C,C,74,63,73,77,76,75,79,74,67,65,69,77,50,72,75,77,75,72,81,77,73,71,78,4,5,5,2,2,False,False,False,True,True,False,True,True,True,False,False,False,False,False,Right,C,True,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False,183,74
741,KIELY,Ireland,,GK,40,76,E,D,C,D,30,79,45,50,55,56,55,78,40,45,45,43,78,84,71,56,66,79,58,79,80,76,70,6,4,4,2,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Left,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False,185,79
745,A. HUGHES,Northern Ireland,FULHAM FC,CB,31,74,D,C,C,C,59,82,74,74,75,77,76,77,62,64,65,75,50,82,75,73,77,75,77,76,74,78,84,7,4,4,2,3,False,False,True,True,True,False,False,False,False,False,False,False,False,False,Right,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False,183,71
763,M. TAYLOR,Northern Ireland,MILLWALL FC,GK,40,75,E,E,C,C,30,80,55,50,52,60,63,66,45,45,45,44,78,85,60,49,59,83,60,83,75,75,72,4,4,4,2,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Right,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False,193,90
765,WEIR,Scotland,,CB,41,67,D,E,D,C,55,76,80,63,68,70,67,70,63,60,55,63,50,73,60,57,62,82,66,76,69,82,80,6,4,4,2,3,False,False,True,True,False,False,False,False,False,False,False,False,False,False,Right,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False,191,86
793,GIGGS,Wales,MANCHESTER UNITED,CMF,37,86,B,C,C,B,82,62,70,86,87,84,86,83,74,81,83,88,50,75,78,82,76,75,79,78,73,82,84,4,5,4,2,2,False,False,False,False,False,False,True,False,True,True,False,True,True,False,Left,C,False,True,False,False,False,False,False,True,True,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False,180,68
801,S. DAVIES,Wales,FULHAM FC,RMF,32,81,C,C,C,C,77,65,66,79,78,78,83,80,72,75,80,82,50,72,85,80,77,77,84,82,69,74,76,6,7,6,3,2,False,False,False,False,False,False,True,True,True,True,False,False,False,False,Right,B,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False,178,76
804,BELLAMY,Wales,LIVERPOOL FC,SS,32,76,C,B,C,C,85,47,70,77,74,76,77,77,77,73,77,74,50,82,87,87,91,73,86,79,79,84,75,4,6,6,3,2,False,False,False,False,False,False,False,True,True,False,True,True,True,False,Right,C,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,True,175,69
811,BARRY,England,MANCHESTER CITY,DMF,30,83,C,D,C,C,73,73,70,77,81,84,85,85,71,72,77,79,50,75,73,75,70,75,82,80,77,75,82,7,5,5,2,3,False,False,True,False,True,True,True,False,True,False,False,False,False,False,Left,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False,183,79
817,OWEN,England,,CF,31,74,C,C,C,C,84,35,84,83,75,72,71,70,86,63,65,85,50,87,82,74,75,78,71,74,83,78,70,3,5,5,3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Right,C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False,173,70
820,FERDINAND,England,MANCHESTER UNITED,CB,32,86,C,C,B,B,56,90,83,75,76,80,75,77,64,65,60,80,50,84,71,72,75,87,74,80,85,85,80,3,5,5,2,3,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Right,C,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False,191,86
821,P. NEVILLE,England,EVERTON FC,DMF,34,73,D,C,C,B,66,73,72,75,75,78,73,75,66,62,65,75,50,83,77,74,74,74,82,76,71,77,86,6,6,6,2,3,False,False,False,True,True,True,True,False,False,False,False,False,False,False,Right,C,False,True,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False,180,76
822,GERRARD,England,LIVERPOOL FC,CMF,31,89,B,C,C,B,84,65,75,80,82,95,87,95,77,82,75,82,50,81,69,77,78,81,82,87,74,90,88,4,6,6,3,3,False,False,False,False,False,True,True,True,True,True,False,False,True,False,Right,C,True,True,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False,183,79
823,DYER,England,QUEENS PARK RANGERS,RMF,32,76,C,C,C,D,75,50,65,80,77,77,77,74,73,67,75,78,50,76,83,81,82,73,70,77,80,68,72,2,5,5,3,2,False,False,False,True,True,False,True,True,True,True,True,True,False,False,Right,C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False,173,64
826,J. COLE,England,LIVERPOOL FC,AMF,29,82,C,C,C,D,78,52,63,87,85,85,83,83,72,71,75,86,50,74,84,86,78,77,77,76,78,70,72,4,6,5,3,2,False,False,False,False,False,False,False,True,True,True,True,True,True,False,Right,C,False,True,False,True,False,False,False,True,True,False,False,True,False,False,,,,,,,,,,,,,,,,,False,False,176,73
827,HESKEY,England,,CF,33,74,D,C,B,C,77,56,80,77,74,73,68,68,74,63,60,78,50,75,72,73,79,92,80,81,77,72,82,5,6,6,2,3,False,False,False,False,False,False,False,False,False,True,False,False,True,True,Right,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,True,188,88
830,QUIM,Portugal,SC BRAGA,GK,35,78,E,C,C,D,30,83,55,56,60,57,66,69,45,45,45,58,79,86,80,61,78,79,62,83,82,78,67,5,4,4,2,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Right,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False,182,80
838,NUNO GOMES,Portugal,BLACKBURN ROVERS,CF,35,70,C,C,C,C,85,45,86,81,80,73,78,75,82,70,64,81,50,82,77,79,72,73,74,75,72,78,80,5,6,6,3,2,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Right,B,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False,179,77
842,F. MEIRA,Portugal,,CB,33,78,D,C,C,C,62,80,76,74,75,78,76,75,60,70,60,74,50,81,70,70,74,84,75,83,78,78,80,6,5,5,2,3,False,False,True,False,False,True,False,False,False,False,False,False,False,False,Right,B,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False,190,85
847,SIMÃO,Portugal,BE??KTA? JK,LMF,31,83,B,C,C,C,83,55,67,88,82,77,84,83,80,85,86,86,50,74,81,84,77,74,76,84,74,78,80,6,6,6,3,2,False,False,False,False,False,False,False,True,True,True,True,True,True,False,Right,C,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,,,,,,,,,,,,,,,,False,False,170,64
852,CASILLAS,Spain,REAL MADRID,GK,30,91,E,C,C,B,30,98,55,55,58,59,59,63,45,45,45,47,95,97,79,57,75,81,60,75,85,91,80,7,4,4,2,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Left,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False,185,84
858,MUNITIS,Spain,,SS,36,77,C,B,C,C,82,48,71,84,77,77,78,77,80,76,76,83,50,83,84,82,80,76,82,80,78,80,80,6,6,5,3,2,False,False,False,False,False,False,False,True,True,False,True,True,True,False,Left,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False,167,70
