72,ABE,Japan,JAPAN,DMF,31,71,C,C,C,C,63,72,82,72,75,72,75,75,68,75,82,76,50,78,73,70,74,75,80,76,79,70,80,7,4,4,2,3,False,True,True,True,False,True,True,False,False,False,False,False,False,False,Right,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,177,77
162,ISHIKAWA,Japan,JAPAN,RMF,31,75,C,C,C,C,73,44,66,78,73,74,76,77,73,71,73,78,50,70,82,83,82,71,75,79,70,74,75,5,7,7,3,2,False,False,False,False,False,False,False,True,True,True,True,True,False,False,Right,C,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,,False,False,False,175,70
220,MAEDA,Japan,,CF,30,71,C,C,C,C,77,46,80,80,76,73,74,75,76,70,72,84,50,78,75,78,75,81,82,77,78,72,75,5,5,6,3,2,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Right,B,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,True,183,80
250,ENDO,Japan,,CMF,32,79,C,D,C,C,75,68,70,79,84,79,83,76,73,82,83,82,50,71,67,71,72,75,81,75,71,72,83,4,5,4,2,2,False,False,False,False,False,True,True,False,False,True,False,False,False,False,Right,A,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,False,False,False,178,73
277,OKUBO,Japan,JAPAN,SS,30,67,C,C,C,C,73,50,77,77,77,74,74,72,73,67,65,79,50,81,80,76,78,78,82,72,82,75,72,4,6,5,3,3,False,False,False,False,False,False,False,True,True,True,False,False,True,True,Right,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,False,False,True,170,73
329,KOMANO,Japan,,RB,31,76,D,C,C,C,68,67,68,73,70,74,78,80,63,74,78,71,50,73,76,74,76,71,86,79,75,71,77,7,5,5,3,3,False,False,False,True,True,False,False,True,True,False,False,False,False,False,Right,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,,False,False,False,172,76
450,EMERSON,Qatar,SC CORINTHIANS,CF,34,67,D,B,C,E,80,43,70,75,66,65,67,67,80,71,70,75,50,79,78,85,86,75,70,76,77,58,63,3,5,5,3,2,False,False,False,False,False,False,False,True,True,False,True,True,True,True,Right,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,170,69
557,PARK JI SUNG,South Korea,QUEENS PARK RANGERS,AMF,31,80,C,B,C,B,79,65,79,81,82,82,80,74,74,76,73,82,50,86,84,81,83,80,87,76,73,85,90,6,6,6,3,3,False,False,False,False,False,True,True,True,True,True,True,True,True,False,Right,A,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,False,False,False,178,73
673,HAYASHI,Japan,JAPAN,GK,30,77,E,D,C,D,30,77,55,58,61,63,62,64,45,45,45,60,78,86,69,54,70,81,60,82,75,72,72,6,4,4,2,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Right,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,188,87
721,DUNNE,Ireland,ASTON VILLA FC,CB,33,82,D,D,B,C,53,85,82,71,73,72,73,70,63,72,64,72,50,81,65,67,80,88,76,86,77,82,80,7,5,4,2,3,False,False,True,True,False,False,False,False,False,False,False,False,False,False,Right,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,188,95
723,HARTE,Ireland,READING FC,LB,35,72,C,D,C,D,72,60,65,74,74,77,81,88,67,84,92,72,50,72,71,72,72,72,74,87,71,68,72,4,7,6,3,2,False,False,False,True,True,False,False,False,False,False,False,False,False,False,Left,A,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,175,74
729,ROBBIE KEANE,Ireland,,CF,32,68,C,C,C,C,84,38,70,76,75,75,72,73,84,65,69,80,50,85,82,73,77,74,75,75,74,87,74,5,6,5,3,2,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Right,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,,False,False,False,175,64
736,DUFF,Ireland,FULHAM FC,RMF,33,81,C,C,C,B,77,55,67,86,78,80,79,79,74,73,83,82,50,82,84,82,77,78,83,78,70,80,83,4,6,6,3,2,False,False,False,True,True,False,False,True,True,False,True,True,True,False,Left,C,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,177,75
737,DELAP,Ireland,STOKE CITY,CMF,36,70,D,C,C,C,72,63,71,74,76,75,75,75,65,65,72,73,50,71,74,76,73,73,77,77,75,72,84,5,5,5,2,2,False,False,False,True,True,False,True,True,True,False,False,False,False,False,Right,C,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,183,74
742,CARROLL,Northern Ireland,OLYMPIACOS FC,GK,35,78,E,D,C,E,30,84,41,50,56,58,45,55,40,41,41,45,80,86,70,51,63,83,60,80,77,65,65,6,3,3,2,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Right,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,188,80
745,A. HUGHES,Northern Ireland,FULHAM FC,CB,32,76,D,C,C,B,59,82,75,74,75,77,77,77,62,64,65,75,50,82,75,73,77,76,80,76,76,82,87,6,4,4,2,3,False,False,True,True,True,False,False,False,False,False,False,False,False,False,Right,A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,183,78
793,GIGGS,Wales,MANCHESTER UNITED,CMF,38,87,B,C,C,B,83,62,70,86,87,84,88,83,74,81,83,88,50,75,78,82,76,75,78,77,73,82,86,4,5,4,2,2,False,False,False,False,False,False,True,False,True,True,False,True,True,False,Left,C,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,180,68
801,SIMON DAVIES,Wales,FULHAM FC,RMF,33,79,C,C,C,C,76,65,66,80,78,78,83,80,72,76,80,82,50,80,84,80,76,74,83,82,69,74,76,5,7,6,3,2,False,False,False,False,False,False,True,True,True,True,False,False,False,False,Right,B,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,178,76
804,BELLAMY,Wales,,SS,33,75,C,B,C,C,85,47,70,77,74,76,77,77,77,73,77,74,50,82,87,87,90,73,86,79,79,84,75,4,6,6,3,2,False,False,False,False,False,False,False,True,True,False,True,True,True,False,Right,C,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,,False,False,True,175,69
811,BARRY,England,MANCHESTER CITY,DMF,31,85,C,C,C,B,72,75,70,77,81,84,85,85,71,72,77,79,50,79,74,75,71,84,83,80,77,76,87,7,5,4,2,3,False,False,True,False,True,True,True,False,True,False,False,False,False,False,Left,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,183,79
